,Date,Closing Price (USD)_ADA,24h Open (USD)_ADA,24h High (USD)_ADA,24h Low (USD)_ADA,Closing Price (USD)_ADA,24h Open (USD)_ADA,24h High (USD)_ADA,24h Low (USD)_ADA,Closing Price (USD)_BAT,24h Open (USD)_BAT,24h High (USD)_BAT,24h Low (USD)_BAT,Closing Price (USD)_BCH,24h Open (USD)_BCH,24h High (USD)_BCH,24h Low (USD)_BCH,Closing Price (USD)_BSV,24h Open (USD)_BSV,24h High (USD)_BSV,24h Low (USD)_BSV,Closing Price (USD)_BTC,24h Open (USD)_BTC,24h High (USD)_BTC,24h Low (USD)_BTC,Closing Price (USD)_BTG,24h Open (USD)_BTG,24h High (USD)_BTG,24h Low (USD)_BTG,Closing Price (USD)_DAI,24h Open (USD)_DAI,24h High (USD)_DAI,24h Low (USD)_DAI,Closing Price (USD)_DASH,24h Open (USD)_DASH,24h High (USD)_DASH,24h Low (USD)_DASH,Closing Price (USD)_DCR,24h Open (USD)_DCR,24h High (USD)_DCR,24h Low (USD)_DCR,Closing Price (USD)_DOGE,24h Open (USD)_DOGE,24h High (USD)_DOGE,24h Low (USD)_DOGE,Closing Price (USD)_EOS,24h Open (USD)_EOS,24h High (USD)_EOS,24h Low (USD)_EOS,Closing Price (USD)_ETC,24h Open (USD)_ETC,24h High (USD)_ETC,24h Low (USD)_ETC,Closing Price (USD)_ETH,24h Open (USD)_ETH,24h High (USD)_ETH,24h Low (USD)_ETH,Closing Price (USD)_IOTA,24h Open (USD)_IOTA,24h High (USD)_IOTA,24h Low (USD)_IOTA,Closing Price (USD)_LINK,24h Open (USD)_LINK,24h High (USD)_LINK,24h Low (USD)_LINK,Closing Price (USD)_LSK,24h Open (USD)_LSK,24h High (USD)_LSK,24h Low (USD)_LSK,Closing Price (USD)_NEO,24h Open (USD)_NEO,24h High (USD)_NEO,24h Low (USD)_NEO,Closing Price (USD)_QTUM,24h Open (USD)_QTUM,24h High (USD)_QTUM,24h Low (USD)_QTUM,Closing Price (USD)_USDT,24h Open (USD)_USDT,24h High (USD)_USDT,24h Low (USD)_USDT,Closing Price (USD)_XEM,24h Open (USD)_XEM,24h High (USD)_XEM,24h Low (USD)_XEM,Closing Price (USD)_XLM,24h Open (USD)_XLM,24h High (USD)_XLM,24h Low (USD)_XLM,Closing Price (USD)_XMR,24h Open (USD)_XMR,24h High (USD)_XMR,24h Low (USD)_XMR,Closing Price (USD)_XRP,24h Open (USD)_XRP,24h High (USD)_XRP,24h Low (USD)_XRP,Closing Price (USD)_XTZ,24h Open (USD)_XTZ,24h High (USD)_XTZ,24h Low (USD)_XTZ,Closing Price (USD)_ZRX,24h Open (USD)_ZRX,24h High (USD)_ZRX,24h Low (USD)_ZRX
10,2013-10-11,,,,,,,,,,,,,,,,,,,,,125.27966,125.96116,126.43666,124.11383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2013-10-12,,,,,,,,,,,,,,,,,,,,,125.9275,125.27966,126.0365,123.12966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2013-10-13,,,,,,,,,,,,,,,,,,,,,126.38333,125.9275,126.8965,125.2765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2013-10-14,,,,,,,,,,,,,,,,,,,,,135.24199,126.38333,135.24199,126.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2013-10-15,,,,,,,,,,,,,,,,,,,,,133.20333,135.24199,135.69216,130.39275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2013-10-16,,,,,,,,,,,,,,,,,,,,,142.76333,133.20333,143.60483,132.94933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2013-10-17,,,,,,,,,,,,,,,,,,,,,137.92333,142.76333,145.601,136.01466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2013-10-18,,,,,,,,,,,,,,,,,,,,,142.95166,137.92333,144.311,137.53966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2013-10-19,,,,,,,,,,,,,,,,,,,,,152.55183,142.95166,152.6685,142.47949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2013-10-20,,,,,,,,,,,,,,,,,,,,,160.33883,152.55183,167.07999,152.5135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2013-10-21,,,,,,,,,,,,,,,,,,,,,164.31499,160.33883,164.3315,159.89666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2013-10-22,,,,,,,,,,,,,,,,,,,,,177.63333,164.31499,177.71166,163.87149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2013-10-23,,,,,,,,,,,,,,,,,,,,,188.29716,177.63333,188.82383,177.11399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2013-10-24,,,,,,,,,,,,,,,,,,,,,200.70166,188.29716,202.34333,185.81683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2013-10-25,,,,,,,,,,,,,,,,,,,,,180.355,200.70166,201.33316,158.72216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2013-10-26,,,,,,,,,,,,,,,,,,,,,175.03166,180.355,184.09033,162.56466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2013-10-27,,,,,,,,,,,,,,,,,,,,,177.6965,175.03166,180.3185,174.74483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2013-10-28,,,,,,,,,,,,,,,,,,,,,187.15983,177.6965,188.3985,174.9035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2013-10-29,,,,,,,,,,,,,,,,,,,,,192.75666,187.15983,192.83983,185.88116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2013-10-30,,,,,,,,,,,,,,,,,,,,,197.4,192.75666,198.41366,191.62716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2013-10-31,,,,,,,,,,,,,,,,,,,,,196.02499,197.4,198.79333,192.83366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2013-11-01,,,,,,,,,,,,,,,,,,,,,198.04883,196.02499,198.57,195.02916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2013-11-02,,,,,,,,,,,,,,,,,,,,,198.93233,198.04883,199.09783,195.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2013-11-03,,,,,,,,,,,,,,,,,,,,,200.543,198.93233,201.24116,198.71016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2013-11-04,,,,,,,,,,,,,,,,,,,,,210.3075,200.543,211.17133,200.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2013-11-05,,,,,,,,,,,,,,,,,,,,,225.02,210.3075,227.02833,209.23333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2013-11-06,,,,,,,,,,,,,,,,,,,,,248.25333,225.02,248.32116,221.84833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2013-11-07,,,,,,,,,,,,,,,,,,,,,262.32666,248.25333,262.67166,242.95166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2013-11-08,,,,,,,,,,,,,,,,,,,,,294.48699,262.32666,294.48749,260.45166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2013-11-09,,,,,,,,,,,,,,,,,,,,,331.10325,294.48699,343.67975,293.48749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2013-11-10,,,,,,,,,,,,,,,,,,,,,285.8875,331.10325,355.2275,277.25275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2013-11-11,,,,,,,,,,,,,,,,,,,,,304.97974,285.8875,323.27249,260.70325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2013-11-12,,,,,,,,,,,,,,,,,,,,,338.137,304.97974,339.795,303.6505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2013-11-13,,,,,,,,,,,,,,,,,,,,,357.48,338.137,358.94999,336.30775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2013-11-14,,,,,,,,,,,,,,,,,,,,,402.954,357.48,409.51,350.20999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2013-11-15,,,,,,,,,,,,,,,,,,,,,409.10375,402.954,415.93975,383.5775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2013-11-16,,,,,,,,,,,,,,,,,,,,,420.21649,409.10375,427.90425,386.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2013-11-17,,,,,,,,,,,,,,,,,,,,,437.29725,420.21649,437.9695,415.1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2013-11-18,,,,,,,,,,,,,,,,,,,,,510.6025,437.29725,512.16999,436.13324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2013-11-19,,,,,,,,,,,,,,,,,,,,,693.65,510.6025,781.82624,491.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2013-11-20,,,,,,,,,,,,,,,,,,,,,531.54249,693.65,716.825,394.90624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2013-11-21,,,,,,,,,,,,,,,,,,,,,574.71599,531.54249,580.11375,428.9815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2013-11-22,,,,,,,,,,,,,,,,,,,,,681.33,574.71599,705.49725,570.78025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2013-11-23,,,,,,,,,,,,,,,,,,,,,774.18,681.33,775.6525,651.89599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2013-11-24,,,,,,,,,,,,,,,,,,,,,746.19374,774.18,823.41525,691.6925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2013-11-25,,,,,,,,,,,,,,,,,,,,,768.8475,746.19374,787.2475,707.75149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2013-11-26,,,,,,,,,,,,,,,,,,,,,789.36475,768.8475,793.71424,739.8375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2013-11-27,,,,,,,,,,,,,,,,,,,,,893.1815,789.36475,904.585,787.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2013-11-28,,,,,,,,,,,,,,,,,,,,,934.355,893.1815,965.2525,870.38525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2013-11-29,,,,,,,,,,,,,,,,,,,,,1068.363,934.355,1084.9466,912.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2013-11-30,,,,,,,,,,,,,,,,,,,,,1154.92593,1068.363,1157.49894,1028.22683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2013-12-01,,,,,,,,,,,,,,,,,,,,,1099.51926,1154.92593,1156.02831,1099.2065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2013-12-02,,,,,,,,,,,,,,,,,,,,,1019.78966,1099.51926,1099.70754,783.68616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2013-12-03,,,,,,,,,,,,,,,,,,,,,1028.845,1019.78966,1049.67916,929.95483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2013-12-04,,,,,,,,,,,,,,,,,,,,,1071.2848,1028.845,1092.83331,1021.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2013-12-05,,,,,,,,,,,,,,,,,,,,,1139.33083,1071.2848,1151.29749,1066.87277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2013-12-06,,,,,,,,,,,,,,,,,,,,,1004.61633,1139.33083,1144.36916,870.3838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2013-12-07,,,,,,,,,,,,,,,,,,,,,759.43041,1004.61633,1038.55,656.87499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2013-12-08,,,,,,,,,,,,,,,,,,,,,689.81,759.43041,826.32766,558.08333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2013-12-09,,,,,,,,,,,,,,,,,,,,,841.83966,689.81,845.85092,682.71342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2013-12-10,,,,,,,,,,,,,,,,,,,,,916.77599,841.83966,948.68183,809.91748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2013-12-11,,,,,,,,,,,,,,,,,,,,,967.42866,916.77599,1004.93666,900.68016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2013-12-12,,,,,,,,,,,,,,,,,,,,,866.29003,967.42866,975.62383,832.22683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2013-12-13,,,,,,,,,,,,,,,,,,,,,911.23204,866.29003,919.30033,843.4055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2013-12-14,,,,,,,,,,,,,,,,,,,,,889.81946,911.23204,933.17016,859.44999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2013-12-15,,,,,,,,,,,,,,,,,,,,,848.9975,889.81946,897.30915,848.25583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2013-12-16,,,,,,,,,,,,,,,,,,,,,868.95316,848.9975,886.23583,819.43828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2013-12-17,,,,,,,,,,,,,,,,,,,,,653.80483,868.95316,876.21516,636.15056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2013-12-18,,,,,,,,,,,,,,,,,,,,,654.06266,653.80483,757.02366,647.62209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2013-12-19,,,,,,,,,,,,,,,,,,,,,553.69166,654.06266,654.06266,422.497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2013-12-20,,,,,,,,,,,,,,,,,,,,,693.05883,553.69166,710.3255,545.53966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2013-12-21,,,,,,,,,,,,,,,,,,,,,649.38965,693.05883,733.23666,598.06131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2013-12-22,,,,,,,,,,,,,,,,,,,,,595.95883,649.38965,651.8435,580.72816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2013-12-23,,,,,,,,,,,,,,,,,,,,,647.68316,595.95883,671.59166,594.36595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2013-12-24,,,,,,,,,,,,,,,,,,,,,671.58116,647.68316,685.3675,632.5431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2013-12-25,,,,,,,,,,,,,,,,,,,,,659.84333,671.58116,675.614,645.78333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2013-12-26,,,,,,,,,,,,,,,,,,,,,702.00083,659.84333,720.22498,651.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
